timestamp,customer_state,,product_height_cm,seller_city,payment_installments,product_length_cm,customer_id,order_status,product_width_cm,product_weight_g,payment,product_category,price_MRP,rating,order_id,product_id,seller_state,payment_type,seller_id,quantity,customer_city
2017-03-11 09:40:00,MT,,11,osasco,10,20,65095fecef8545e033e0b83b85e146fa,delivered,15,900,"193,44",health_beauty,"71,5",1,2f99eb7c20846f2cfab5cf7c257370ab,4c41f7f8ca78f88fa539d43d08c504d3,SP,credit_card,093805f8f2aeb63881444571e1f48f30,3,sorriso
2017-03-11 09:40:00,MT,,12,osasco,10,19,65095fecef8545e033e0b83b85e146fa,delivered,13,483,"193,44",health_beauty,"39,9",1,2f99eb7c20846f2cfab5cf7c257370ab,4dddd45aa241530edb5412e8846361fa,SP,credit_card,093805f8f2aeb63881444571e1f48f30,1,sorriso
2017-03-11 09:40:00,MT,,13,osasco,10,17,65095fecef8545e033e0b83b85e146fa,delivered,14,400,"193,44",health_beauty,"30,4",1,2f99eb7c20846f2cfab5cf7c257370ab,ea2d6aa9595ad8927759e363f8210825,SP,credit_card,093805f8f2aeb63881444571e1f48f30,2,sorriso
2017-03-12 01:19:00,MA,,4,sao bernardo do campo,3,34,e1c82b0432b0162d308a62e6d707129d,delivered,22,400,"261,07",ytuaeb_htlaeh,325,1,9ef5ae9f2a3b5c7cd4858cf4ffdc1b9c,bb50f2e236e5eea0100680137654686c,SP,credit_card,f7ba60f8c3f99e7ee4042fdef03b70c4,1,viana
2017-03-12 01:19:00,MA,,4,sao bernardo do campo,1,34,e1c82b0432b0162d308a62e6d707129d,delivered,22,400,100,health_beauty,325,1,9ef5ae9f2a3b5c7cd4858cf4ffdc1b9c,bb50f2e236e5eea0100680137654686c,SP,voucher,f7ba60f8c3f99e7ee4042fdef03b70c4,1,viana
2017-03-09 22:18:00,RJ,,40,rio de janeiro,3,41,372a5dc5cb0717a9e9eb801e085f4154,delivered,13,1450,"146,59",health_beauty,"134,2",5,1e738ef9fa41ecf83ae9f37a89591620,d22f287512fb5bda6efc5c8e6216c6db,RJ,credit_card,f84a00e60c73a49e7e851c9bdca3a5bb,1,rio de janeiro
2017-03-04 07:35:00,MG,,8,rio de janeiro,1,20,516d80acf7e949f9cbd5839faf326a19,delivered,20,500,"84,56",health_beauty,"69,9",3,69a8b09c27431364c37629468a6e156a,5e2ba75ad255ff60b1c76c5bf526ae9b,RJ,boleto,f84a00e60c73a49e7e851c9bdca3a5bb,1,brasilia de minas
2017-03-02 00:55:00,PR,,11,sao paulo,1,28,6ca60d60ec59979714b2b913aa387c60,delivered,26,600,"55,44",health_beauty,"39,8",5,ef7e4d318e5714c1e8e07e97c981ce36,4ac50dbde931c0a5ed8c33d3dc047351,SP,credit_card,e5a38146df062edaf55c38afa99e42dc,1,colombo
2017-03-13 18:13:00,SP,,6,sao jose dos pinhais,2,30,e383b75eb8a0fc78d4303be8123c7074,delivered,12,320,"68,45",health_beauty,"53,9",5,1617449e333a6b58fd912b6a4f25330c,c1066831f90626b7fd73ed871a49f158,PR,credit_card,bf100ecb7997df312b285358fb32f92c,1,sao caetano do sul
2017-03-07 09:28:00,SP,,6,sao jose dos pinhais,1,30,9e67b6474f7e8370b6340375aefe9692,delivered,12,400,"69,03",health_beauty,"54,9",4,2d26f440845a3b31ac584864e2d1a82e,8a1e1c6e48f0d275628e3c626d57257f,PR,boleto,bf100ecb7997df312b285358fb32f92c,1,sao paulo
2017-03-10 09:29:00,PE,,11,fronteira,2,19,e0087603db4731f4cff40779af5576b2,delivered,23,250,"84,14",health_beauty,"49,99",5,e347669c9f1e06e47e56b30477d2eb1d,221682b067ae8e8460ae2517e7e25e11,MG,credit_card,ad420dd0c4f92f8af951ac24b86d0cf5,1,recife
2017-03-13 20:27:00,SP,,13,praia grande,1,28,882d90855d6d59cb6ccc2e18431b25ee,delivered,12,150,67,health_beauty,56,4,376354084f6f8ee744a474abfb826ea2,12827caf723c4ff8030d64dcffe3cdab,SP,voucher,e9779976487b77c6d4ac45f75ec7afe9,1,registro
2017-03-08 12:59:00,SP,,31,praia grande,2,28,cc6303121d9155c7071dc346ab37d820,delivered,12,150,"69,76",health_beauty,"61,49",5,33a34707fe2e887e67e5d2a555f13c47,12827caf723c4ff8030d64dcffe3cdab,SP,credit_card,e9779976487b77c6d4ac45f75ec7afe9,1,sao paulo
2017-03-29 23:48:00,SP,,13,praia grande,1,28,db424c2dcde1c67aec5681756060f0a8,delivered,12,100,"79,92",health_beauty,29,4,3810ddb734405f64afc7638fd96c9cb5,12bc892d6fff0dc42c8177f3665ef00e,SP,boleto,e9779976487b77c6d4ac45f75ec7afe9,1,aruja
2017-03-29 23:48:00,SP,,13,praia grande,1,28,db424c2dcde1c67aec5681756060f0a8,delivered,12,100,"79,92",health_beauty,29,4,3810ddb734405f64afc7638fd96c9cb5,12bc892d6fff0dc42c8177f3665ef00e,SP,boleto,e9779976487b77c6d4ac45f75ec7afe9,2,aruja
2017-03-10 11:23:00,MG,,30,praia grande,1,28,d7d63a15651d3301580a663f91652dbb,delivered,27,2017,"117,44",health_beauty,"99,49",4,37f74ee624eec2d1ca28deaa62d04602,3bf95cf337a8c87435a2949c48350fc7,SP,boleto,e9779976487b77c6d4ac45f75ec7afe9,1,belo horizonte
2017-03-27 20:31:00,SP,,16,sao caetano do sul,1,19,def2837c388d3254b44cc238dfaaa628,delivered,17,114,"37,86",health_beauty,"26,9",4,aeb12b49be31428bee39c92e36968325,89f055104adb9365d7f7b5c475f77742,PS,boleto,6b15924333bd1a741595fe981ea04822,1,sao bernardo do campo
2017-03-18 11:40:00,SP,,12,sao paulo,2,28,d5d4cab5f11cc0e7d3c3882091d815c7,delivered,18,800,"110,08",health_beauty,98,5,deef94d95b5cf9c23e10621ad71a96b2,362db8a45afd47d3f54c0f34f7c828bc,SP,credit_card,00ab3eff1b5192e5f1a63bcecfee11c8,1,mineiros do tiete
2017-03-24 07:22:00,SP,,17,ipatinga,1,33,d45f8333c8aa989e25029e9e0cadcf7a,delivered,13,1900,"218,67",health_beauty,199,5,a526b3be214b1d691e5400d86689e83e,0e56431285bc62af798b89f6650d23f9,MG,credit_card,679769a98cfcc6da877c8486ff1c13f3,1,vinhedo
2017-03-08 14:19:00,ES,,6,belo horizonte,8,22,dc00481e8927527c2cb71022add53378,delivered,12,700,"82,78",health_beauty,"32,39",5,2d1f08f7693e119a191d97d953258189,d4a816cb2593a92590cabdaef6549b90,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,1,anchieta
2017-03-08 14:19:00,ES,,8,belo horizonte,8,18,dc00481e8927527c2cb71022add53378,delivered,16,574,"82,78",health_beauty,"32,39",5,2d1f08f7693e119a191d97d953258189,c59a1dc190f9bfe826a1b40edb7593e8,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,2,anchieta
2017-03-09 23:01:00,SP,,8,belo horizonte,2,13,5970719d1bf569fb6a1739c8046ea1a3,delivered,12,83,"72,36",health_beauty,"58,2",5,e0f6f4313a61689a0a03dbafbcb5e97f,f497ba62f1d6b4f6a3a3266fa8623ad3,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,1,sao paulo
2017-03-28 14:40:00,MG,,,belo horizonte,6,13,274954aa98c367e4f6753f89f6374c1e,delivered,12,83,"133,96",health_beauty,"58,2",5,d7898ccadc85889e683ff908985b3a2e,f497ba62f1d6b4f6a3a3266fa8623ad3,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,1,belo horizonte
2017-03-28 14:40:00,MG,,8,belo horizonte,6,13,274954aa98c367e4f6753f89f6374c1e,delivered,12,83,"133,96",health_beauty,"58,2",5,d7898ccadc85889e683ff908985b3a2e,f497ba62f1d6b4f6a3a3266fa8623ad3,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,2,belo horizonte
2017-03-28 15:42:00,SP,,6,belo horizonte,1,20,a3ad7d3332f7772547e2b048ecb3fb98,delivered,11,583,"31,93",health_beauty,"17,82",5,fea3c9e9bdea46b747e70684aa891531,f40e67d9fbad11e25f958cc8b534af73,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,1,sao paulo
2017-03-20 22:39:00,SP,,6,belo horizonte,3,20,03cc560a190bd173cdb410ea38c6620b,delivered,11,583,"63,86",health_beauty,"17,82",5,45f1ccbf2f111134d9763586f13b76d9,f40e67d9fbad11e25f958cc8b534af73,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,1,sao paulo
2017-03-20 22:39:00,SP,,6,belo horizonte,3,20,03cc560a190bd173cdb410ea38c6620b,delivered,11,583,"63,86",health_beauty,"17,82",5,45f1ccbf2f111134d9763586f13b76d9,f40e67d9fbad11e25f958cc8b534af73,MG,credit_card,6df688df543f90e9b38f4319e75a9d88,2,sao paulo
2017-03-16 08:08:00,RJ,,20,campo grande,6,20,73a5749cd00eb3271a4e839d7c71ec9b,delivered,20,2200,"208,81",health_beauty,"188,9",5,c68ab0a4c51b32f6b71496f4daac4e16,136b005b69367b661e552c94cd28a37e,MS,credit_card,b1fecf4da1fa2689bccffa0121953643,1,quissama
2017-03-20 11:51:00,GO,,21,campo grande,3,21,1392bf4ea4156b566c869594d1ce5a59,delivered,21,1600,"279,39",health_beauty,"258,99",4,8a47ac4a1254acdb71d857d9d71e4086,52e316d4cfc422b232b280bed1c53236,MS,credit_card,b1fecf4da1fa2689bccffa0121953643,1,anapolis
2017-03-20 00:54:00,SP,,20,campo grande,2,20,ba06469dfb61ced36ea2962bf482aeef,delivered,20,2000,"139,27",health_beauty,"121,99",5,ba6db6908932a9ed2a611c82ef295d37,062619359d5f9a664606cb2a6ccb477a,MS,credit_card,b1fecf4da1fa2689bccffa0121953643,1,sao paulo
2017-03-11 23:14:00,RJ,,36,brasilia,5,24,56675e3225d73101d88be1b43c54fb85,delivered,23,1850,"98,7",health_beauty,"79,9",4,92a6e33b636545263917ab59e3169882,7fb04722aba7a2b632bac8f9819796f3,DF,credit_card,f3b80352b986ab4d1057a4b724be19d0,1,rio de janeiro
2017-03-07 16:32:00,RJ,,36,brasilia,4,24,ff1ef36bb2d8abe17fcecd0ae6476e77,delivered,23,1850,"97,79",health_beauty,79,5,1614605e8fe6174a4352c23452985f64,7fb04722aba7a2b632bac8f9819796f3,DF,credit_card,f3b80352b986ab4d1057a4b724be19d0,1,rio de janeiro
2017-03-12 17:15:00,MG,,29,ribeirao preto,3,29,dee7ac1315330a02d049ad3b108c7ad4,invoiced,22,1087,"142,14",health_beauty,"125,5",1,0b43acd81f6d3f30136133517a13b72f,82fd0e5d33b58ad696f75449679c1470,SP,credit_card,cd68562d3f44870c08922d380acae552,1,uberlandia
2017-03-12 21:20:00,MG,,29,ribeirao preto,2,29,54545530685ab329b0d79c2e40ee3aca,invoiced,22,1087,"142,14",health_beauty,"125,5",1,8fdc42676c9c6c74c4f8f062b53ebafa,82fd0e5d33b58ad696f75449679c1470,SP,credit_card,cd68562d3f44870c08922d380acae552,1,contagem
2017-03-31 23:23:00,SP,,9,franca,3,12,3d276542cf8bf4318da2597f419334a2,delivered,18,138,"127,42",health_beauty,116,4,149e467b7d8c16156fa0810e8b4e1e8a,7c2d0df8e5fbfa71d54a400b33a8502e,SP,credit_card,7e1fb0a3ebfb01ffb3a7dae98bf3238d,1,sao paulo
2017-03-09 23:13:00,MT,,9,franca,1,12,49a2c85ef281610552a32b2f8c7cfd11,delivered,18,138,"93,88",health_beauty,"76,9",5,c69b33391f7f4c19f7aea12048bcd5d2,7c2d0df8e5fbfa71d54a400b33a8502e,SP,boleto,7e1fb0a3ebfb01ffb3a7dae98bf3238d,1,nova mutum
2017-03-20 10:44:00,SP,,9,franca,1,12,40ddde594ee634dc7553a1db8c39275e,delivered,18,138,"127,42",health_beauty,116,5,1ce397b1df28355ed4f928b2b322db98,7c2d0df8e5fbfa71d54a400b33a8502e,SP,boleto,7e1fb0a3ebfb01ffb3a7dae98bf3238d,1,monte alto
2017-03-09 11:49:00,CE,,9,franca,2,12,dd06ec756fb54d70e970c932b652d9eb,delivered,18,138,"102,72",health_beauty,"76,9",4,7cdbe58528dd6084d383d0e2e891f3fa,7c2d0df8e5fbfa71d54a400b33a8502e,SP,credit_card,7e1fb0a3ebfb01ffb3a7dae98bf3238d,1,beberibe
2017-03-05 11:58:00,AP,,9,franca,1,12,28135fbf5e6fc1254fd50aafee7b02b0,delivered,18,138,"141,3",health_beauty,116,3,0394e320572c0048e41267320a28270e,7c2d0df8e5fbfa71d54a400b33a8502e,SP,boleto,7e1fb0a3ebfb01ffb3a7dae98bf3238d,1,santana
2017-03-20 09:38:00,SP,,8,porto alegre,2,32,d6a978328379a7aa82a087d3ca945a80,delivered,38,1100,"147,65",health_beauty,"129,9",4,84a2460003ca41e7f2aff73677cef2b9,ceb9134650bd7cae74affc51800f309a,RS,credit_card,48985c61529077fa4f1e38bcff0f2ed3,1,santo andre
2017-03-20 14:18:00,SC,,8,porto alegre,1,32,ea67add1182b56661cfc447886723214,delivered,38,1100,"146,02",health_beauty,"129,9",4,4ee4f0e0b56bda44d48cac579f3c5908,ceb9134650bd7cae74affc51800f309a,RS,boleto,48985c61529077fa4f1e38bcff0f2ed3,1,barra velha
2017-03-08 16:29:00,SP,,18,sao paulo,1,26,a0e47f67969c2f4a301e64a2e191456f,delivered,20,250,"45,54",health_beauty,"14,99",5,ddc6de714ab6793dd55ef3b191352906,11fb16e86df4d50cd2c289ede0b70f42,SP,credit_card,1eade46fba20122dc4aefb379f8c636b,1,sao paulo
2017-03-08 16:29:00,SP,,18,sao paulo,1,26,a0e47f67969c2f4a301e64a2e191456f,delivered,20,250,"45,54",health_beauty,"14,99",5,ddc6de714ab6793dd55ef3b191352906,11fb16e86df4d50cd2c289ede0b70f42,SP,credit_card,1eade46fba20122dc4aefb379f8c636b,2,sao paulo
2017-03-12 17:28:00,SP,,22,santo andre,6,29,01268a9cd062a41dbaebe24bd8b07cbf,delivered,23,938,"267,99",health_beauty,255,1,d9f834b712ac280bbbbcd7a3114c240c,75b4372e69a42f8ae1d908c076f547b2,SP,credit_card,40d54b51e962dbe09cabbcfd33298dee,1,sao paulo
2017-03-18 12:23:00,SC,,6,mogi das cruzes / sp,1,31,c9d2155ff1486076e8570f3d91ec1bea,delivered,31,300,"68,55",health_beauty,54,5,0d6adc89d2a26a9691f972daeb40f165,1b37b3107916db24fcb0ea0f9c024bd3,SP,credit_card,720e6cf846ea7572cbb66b743fb91e6c,1,icara
2017-03-31 17:33:00,SP,,11,uberlandia,3,19,b0790158897607011071ef91f76d2002,delivered,15,567,"65,55",health_beauty,"49,99",1,a7db8c5327329206a779bb63dca4a2f2,aab15a1fbfab4f54efd93c8d3d47c0a1,MG,credit_card,e99e927c81e3f51739c94fcdfca9f10f,1,sumare
2017-03-11 15:52:00,SC,,15,santo andre,1,20,b3c098f5250d9a6b7745b6888783a949,delivered,15,100,"39,09",health_beauty,"23,99",5,9d37f81251d833e6328fe07745bfc2d0,154e7e31ebfa092203795c972e5804a6,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,navegantes
2017-03-12 16:34:00,RN,,15,santo andre,2,20,b418e5d6508aecd5a06130edf72d608a,delivered,15,100,"45,14",health_beauty,"23,99",5,1bd843e7f9464231fd6b9314cb092476,154e7e31ebfa092203795c972e5804a6,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,natal
2017-03-11 13:16:00,RJ,,15,santo andre,1,20,6e4dd13384773c090e487c674a47977f,delivered,15,100,"38,09",health_beauty,"23,99",5,6016370c0d4a0da9c57394f85d9d11d6,154e7e31ebfa092203795c972e5804a6,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,rio de janeiro
2017-03-21 10:00:00,SP,,15,santo andre,1,20,8421619ae92243de86c872d87adb6996,delivered,15,100,"30,95",health_beauty,"19,99",4,2db8bb66bd5b7b1777d5b5729843ff03,154e7e31ebfa092203795c972e5804a6,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,rio claro
2017-03-21 19:05:00,MG,,15,santo andre,1,20,6c45ba2a0257b104b407475efac538a6,delivered,15,100,"34,51",health_beauty,"19,99",4,116d9a3f0291e98b5dc5a0e568124662,154e7e31ebfa092203795c972e5804a6,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,juiz de fora
2017-03-06 18:24:00,MG,,15,santo andre,1,20,6190a577623194a40b303c4259543aa8,delivered,15,100,"35,09",health_beauty,"19,99",5,fa14c5abc51c6befd52768221284d435,154e7e31ebfa092203795c972e5804a6,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,unai
2017-03-02 22:32:00,SP,,15,santo andre,1,20,4e5fd9f9e9b1d0f13e385284cfd57882,delivered,15,100,"30,95",health_beauty,"19,99",5,37420f333a6877b6e54ea0a728af2542,154e7e31ebfa092203795c972e5804a6,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,santo andre
2017-03-18 21:57:00,MG,,15,santo andre,1,20,fb8d4247e5e0eb4d3b7d110c5d2a9b69,delivered,15,100,"34,51",health_beauty,"19,99",4,3c7d5206607a15b5eb46f553865a5599,154e7e31ebfa092203795c972e5804a6,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,tupaciguara
2017-03-21 09:40:00,RN,,15,santo andre,1,20,d42b469613c4b4f8faa9162c8a79f7d6,delivered,15,100,"44,83",health_beauty,"19,99",5,2c51c4240b040878ccc14a715bd52b0c,154e7e31ebfa092203795c972e5804a6,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,natal
2017-03-06 10:17:00,RJ,,15,santo andre,1,20,454ba69ab91152f04ba67bf96f46ae11,delivered,15,100,"34,09",health_beauty,"19,99",4,4b9e4020c555991e00ed305b2ece46b7,154e7e31ebfa092203795c972e5804a6,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,nova iguacu
2017-03-10 18:25:00,MG,,10,santo andre,2,22,718e525f4d9027e2780857dc086ebb32,delivered,18,200,"76,65",health_beauty,"58,99",5,3ccbc3e759cb926efed7463e36ac6344,7c1bd920dbdf22470b68bde975dd3ccf,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,patos de minas
2017-03-04 13:57:00,RS,,10,santo andre,8,22,ca76dd7efffe773e1e1a0c0c36d16e33,delivered,18,200,"81,14",health_beauty,"64,99",5,a8cf68ff08fc00910fdb589e444e23b4,7c1bd920dbdf22470b68bde975dd3ccf,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,sao gabriel
2017-03-24 10:34:00,BA,,10,santo andre,1,22,84bb667f31c68e42d29cc300ed7f574b,delivered,18,200,"85,89",health_beauty,"64,99",5,81c684bc700b0e67cd0461f8f1216b0b,7c1bd920dbdf22470b68bde975dd3ccf,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,ilheus
2017-03-05 17:25:00,DF,,10,santo andre,1,22,88b37da7d26f1df8a97e91d349bee1c5,delivered,18,200,"81,14",health_beauty,"64,99",5,0dbdc97d32b0efccbdcbdf750aee17b9,7c1bd920dbdf22470b68bde975dd3ccf,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,brasilia
2017-03-08 17:10:00,SE,,10,santo andre,1,22,6fafc5c3fc52e79ab26de962e6aee6af,delivered,18,200,"83,95",health_beauty,"58,99",3,8b9db40975d36e27b6bef9ba264f0fad,7c1bd920dbdf22470b68bde975dd3ccf,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,nossa senhora do socorro
2017-03-16 14:41:00,MG,,10,santo andre,3,22,6425a05ee87b1d9fb535392f9e65bbac,delivered,18,200,"79,61",health_beauty,"64,99",4,34243752a921e87a8dae2ee748b71088,7c1bd920dbdf22470b68bde975dd3ccf,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,salinas
2017-03-16 11:14:00,PE,,10,santo andre,1,22,89826e838207100cbb653011a5756080,delivered,18,200,"89,93",health_beauty,"64,99",4,b4de3b7a1fd0c8b6481454b3e3c02a52,7c1bd920dbdf22470b68bde975dd3ccf,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,alianca
2017-03-10 19:29:00,SP,,10,santo andre,1,22,7f6409eecd4073f3002766034aa36e62,delivered,18,200,"70,72",health_beauty,"58,99",5,216bc8ebe70b73bb6e7e3270d9a5df56,7c1bd920dbdf22470b68bde975dd3ccf,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,sao paulo
2017-03-05 20:17:00,AL,,10,santo andre,4,22,87ef890f6ee57134f134f76f5c5d6b53,delivered,18,250,"111,07",health_beauty,"89,99",4,2adae2975261ded781005e7da274f22d,2b4609f8948be18874494203496bc318,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,mata grande
2017-03-12 17:31:00,RJ,,10,santo andre,3,22,a031ec9f2684882b824fc8f227198da8,delivered,18,250,"105,38",health_beauty,"89,99",5,651f3bc417a577611931ea497854b0d6,2b4609f8948be18874494203496bc318,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,rio de janeiro
2017-03-13 21:17:00,RJ,,10,santo andre,6,22,e80a1e1d476a1ebad5b9705581ac1923,delivered,18,250,"104,79",health_beauty,"89,99",5,d3d1c3c4a40be344bd7092fa770cddb9,2b4609f8948be18874494203496bc318,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,rio de janeiro
2017-03-14 08:21:00,SP,,10,santo andre,8,22,2eb418e05773dedd932d4e0af23bae76,delivered,18,250,"101,23",health_beauty,"89,99",5,84bcfcb83c1d9ce6012fd51befddab4a,2b4609f8948be18874494203496bc318,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,avare
2017-03-17 20:34:00,SP,,10,santo andre,7,22,d5177ec73984b17dee2526644f0fed7a,delivered,18,250,"101,23",health_beauty,"89,99",5,cee0d3db23e58081262faf1ee22ded6d,2b4609f8948be18874494203496bc318,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,sao jose dos campos
2017-03-14 12:57:00,SP,,10,santo andre,5,22,71c4cb2c996f7c8a8583f350547290f1,delivered,18,250,"101,23",health_beauty,"89,99",4,4165597d98e009aafd51a406a9c38562,2b4609f8948be18874494203496bc318,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,sao paulo
2017-03-14 09:53:00,RJ,,10,santo andre,3,22,fc618ecfa7879ba8f15a0b1975f15670,delivered,18,250,"104,79",health_beauty,"89,99",5,2f58cd82a10607b002725193afe913f5,2b4609f8948be18874494203496bc318,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,rio de janeiro
2017-03-12 15:22:00,PB,,19,santo andre,1,33,9a2dec0b33e6a1c7ea867c6f304279e9,delivered,13,600,"107,9",health_beauty,"84,99",2,3a72e0086b573f6aae986707a645e8e6,4c2394abfbac7ff59ec7a420918562fa,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,joao pessoa
2017-03-12 21:39:00,PE,,19,santo andre,4,33,2181c158dfd236e9c1854c05f1bd6fae,delivered,13,600,"104,12",health_beauty,"84,99",2,465ef1a4ae46fb48aa8645dd2b755a54,4c2394abfbac7ff59ec7a420918562fa,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,recife
2017-03-12 22:57:00,RS,,19,santo andre,1,33,2194b4c1bf6a6a4c1990166e6250dcd7,delivered,13,600,"101,34",health_beauty,"84,99",5,62628ad72362122adab99bbe834e0d25,4c2394abfbac7ff59ec7a420918562fa,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,frederico westphalen
2017-03-23 22:23:00,RS,,15,santo andre,1,20,4aea01a91f0ccd5817dcb03ae16a5f90,delivered,15,200,"66,04",health_beauty,"49,99",4,3dcf2c01583e72e6d43ea642b44274b5,340e3e28357bb29f7612c86c13d9729a,SP,boleto,cc419e0650a3c5ba77189a1882b7556a,1,carlos barbosa
2017-03-08 20:50:00,MG,,15,santo andre,2,20,5dcc806f43bc57d5eee24e1e6c10a5fa,delivered,15,200,"50,09",health_beauty,"34,99",5,f882dc69fbc15adb2c82cc8898c3c917,b1acb7e8152c90c9619897753a75c973,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,juiz de fora
2017-03-22 10:57:00,RS,,15,santo andre,5,20,9bca12f2eb7f971fea59d3dc857f81a5,delivered,15,200,"51,04",health_beauty,"34,99",5,6484880197398c11ca3f6a7709f60aad,b1acb7e8152c90c9619897753a75c973,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,alegrete
2017-03-21 22:58:00,MG,,15,santo andre,4,20,10fb4580eb08d23fa9180989f24f751d,delivered,15,200,"49,51",health_beauty,"34,99",5,bdd02ebba4a073b670384d9ddb2a8b50,b1acb7e8152c90c9619897753a75c973,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,belo horizonte
2017-03-09 16:35:00,SP,,17,santo andre,2,33,59cffb72caa49f6a3614ede2efea1357,delivered,12,900,"94,4",health_beauty,"84,99",5,3fb41161786b24f4fd477d6a3af4dedb,8844bd4b8ca8f93603694ca2bceb77e9,SP,credit_card,cc419e0650a3c5ba77189a1882b7556a,1,campinas
2017-03-16 22:45:00,BA,,18,cachoeirinha,4,16,eeeebde1ad8ac2ca6903d3cdeca82138,delivered,11,500,"91,86",health_beauty,"66,9",1,af2099df7b489e3bd2759c1daf111594,78e780df15a8af21016b07b8f03b8904,RS,credit_card,dc317f341ab0e22f39acbd9dbf9b4a1f,1,salvador
2017-03-14 19:19:00,RJ,,16,sao paulo,8,29,98b806dec7744f1d6ab3c2f5def9d1de,delivered,25,1517,"670,7",health_beauty,"649,9",1,10889542f25363f8b12b679fb7bba35c,56a2556592a309ac9f087be6ca82fbf0,SP,credit_card,b2ba3715d723d245138f291a6fe42594,1,rio de janeiro
2017-03-03 09:41:00,SP,,16,sao paulo,8,29,7562a7e41076f314587489fc5b6ce3b3,delivered,25,1517,"667,03",health_beauty,"649,9",5,fa11f70667bca67510305f9ce43e7b25,56a2556592a309ac9f087be6ca82fbf0,SP,credit_card,b2ba3715d723d245138f291a6fe42594,1,guaruja
2017-03-23 12:27:00,MG,,20,lajeado,1,19,011263a2375678dc8d8fcda1c3e11cd9,delivered,18,400,"100,91",health_beauty,"79,9",5,f8ff4b3861d957e056ce454bffbb4ff0,8c96a6969d0fad20629fec9c1ea45e02,RS,credit_card,062ce95fa2ad4dfaedfc79260130565f,1,uba
2017-03-23 15:22:00,PR,,2,viamao,1,20,24f35142319f5e6de65cf5cd4220dfcc,delivered,25,300,"49,51",health_beauty,"34,99",5,a4fcc7fbe8b6b02b25175965c44780ef,14449f70527389068db24e234b28a37d,RS,credit_card,94144541854e298c2d976cb893b81343,1,pinhais
2017-03-29 07:47:00,SP,,2,viamao,1,25,0411da92259f0d405855212ed6e54118,delivered,13,100,"126,37",health_beauty,"109,9",5,9ea0a40497073e1fb4b7e78c1df24073,84e3161e8dd15fb8ae229e8d507c9736,RS,credit_card,94144541854e298c2d976cb893b81343,1,santa barbara d'oeste
2017-03-12 19:00:00,SP,,3,viamao,1,21,0b68c93058ee253e88751545308f2797,delivered,15,175,49,health_beauty,"34,9",1,93e337ab97f3eaafab94e2129d8feae8,9e10ae46a3021a02f1692448ef9fa1db,RS,boleto,94144541854e298c2d976cb893b81343,1,hortolandia
2017-03-08 18:25:00,RJ,,15,viamao,2,30,19ac278967f42fe0240c4823824594aa,delivered,16,800,"1327,54",health_beauty,"1299,9",5,264e91053cd726b067922356be6fd618,e6ca601b0b9189e6471ccf0667985c9b,RS,credit_card,94144541854e298c2d976cb893b81343,1,rio de janeiro
2017-03-25 12:51:00,SP,,9,viamao,1,18,fcbfa6020f72a36e85c273e1bc7c2780,delivered,15,123,"76,02",health_beauty,"59,9",5,3762a969c4bee6842259e756e28a7467,fdd84aefb08c8f8225e0b8c97429d53b,RS,boleto,94144541854e298c2d976cb893b81343,1,sao paulo
